Page Name,Codename,URL,Beginning Of Interval,Complete,Page Likes,Page Like Growth,Post Count,Total Interactions,Interaction Growth,Interaction Rate,Comments,Shares,Total Reactions (including Likes),Likes,Angry,Haha,Wow,Sad,Love,Photo Posts,Photo Interactions,Photo Interaction Rate,Link Posts,Link Interactions,Link Interaction Rate,Status Posts,Status Interactions,Status Interaction Rate,Facebook Video Posts (excluding Live),Facebook Video Interactions (excluding Live),Facebook Video Interaction Rate (excluding Live),Facebook Live Video Posts,Facebook Live Interactions,Facebook Live Interaction Rate,Owned Facebook Video Posts (FB Video and Live),Owned Video Views (FB Video and Live),Owned Video Views from Page Posts (FB Video and Live),Owned Video Views (FB Video),Owned Video Views (FB Live),Owned Video Views from Shares (FB Video and Live),Videos Shared by Page (not included in Owned Videos),Video Views on Videos Shared by Page,Other Video Posts,Other Video Interactions,Other Video Interaction Rate,YouTube Posts,YouTube Interactions,YouTube Interaction Rate
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-22 0:00:00,Yes,0,0.00%,16,36833,-70.13%,NA,5352,13875,17606,17605,1,0,0,0,0,0,0,NA,15,35865,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,968,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-22 0:00:00,Yes,89631,0.09%,17,9267,28.99%,0.61%,538,4485,4244,4244,0,0,0,0,0,7,5192,0.83%,7,1989,0.32%,0,0,NA,3,2086,0.78%,0,0,NA,3,24785,0,0,0,24785,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-09-23 0:00:00,Yes,2664229,0.03%,39,354259,-20.07%,0.34%,31183,90718,232358,232356,0,0,0,1,1,5,128086,0.96%,34,226173,0.25%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-23 0:00:00,Yes,0,0.00%,14,39258,6.58%,NA,8456,14250,16552,16551,0,1,0,0,0,0,0,NA,14,39258,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-23 0:00:00,Yes,89667,0.04%,16,14621,57.77%,1.02%,361,8632,5628,5627,0,0,0,0,1,11,12406,1.26%,3,1922,0.71%,0,0,NA,1,247,0.28%,0,0,NA,1,3731,0,0,0,3731,0,0,0,0,NA,1,46,0.05%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-09-24 0:00:00,Yes,2665123,0.03%,40,1593902,349.93%,1.50%,38343,938695,616864,616835,3,1,0,1,24,6,1432018,8.96%,34,161884,0.18%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-24 0:00:00,Yes,0,0.00%,14,27860,-29.03%,NA,4690,10724,12446,12446,0,0,0,0,0,0,0,NA,14,27860,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-24 0:00:00,Yes,89694,0.03%,13,15032,2.81%,1.29%,574,8365,6093,6091,0,0,0,0,2,8,10634,1.48%,2,243,0.13%,0,0,NA,3,4155,1.54%,0,0,NA,3,82653,0,0,0,82653,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-09-25 0:00:00,Yes,2665878,0.03%,37,432430,-72.87%,0.44%,34647,191135,206648,206639,0,2,0,0,7,4,224269,2.10%,33,208161,0.24%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-25 0:00:00,Yes,0,0.00%,12,21624,-22.38%,NA,2994,5784,12846,12846,0,0,0,0,0,0,0,NA,12,21624,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-25 0:00:00,Yes,89780,0.10%,17,9733,-35.25%,0.64%,432,4201,5100,5100,0,0,0,0,0,10,8172,0.91%,4,282,0.08%,0,0,NA,2,1260,0.70%,0,0,NA,2,28064,0,0,0,28064,0,0,0,0,NA,1,19,0.02%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-09-26 0:00:00,Yes,2666712,0.03%,42,815680,88.63%,0.73%,34524,338743,442413,442396,2,3,3,0,9,7,609133,3.26%,35,206547,0.22%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-26 0:00:00,Yes,0,0.00%,13,28359,31.15%,NA,4417,8606,15336,15336,0,0,0,0,0,0,0,NA,13,28359,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-26 0:00:00,Yes,89890,0.12%,16,11089,13.93%,0.77%,895,4702,5492,5490,1,1,0,0,0,12,8448,0.78%,3,1014,0.38%,0,0,NA,1,1627,1.81%,0,0,NA,1,20876,0,0,0,20876,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-09-27 0:00:00,Yes,2667420,0.03%,37,400923,-50.85%,0.41%,64972,99709,236242,236207,31,0,0,3,1,6,211608,1.32%,31,189315,0.23%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-27 0:00:00,Yes,0,0.00%,18,55070,94.19%,NA,4839,20330,29901,29901,0,0,0,0,0,1,14576,0.00%,17,40494,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-27 0:00:00,Yes,89957,0.07%,11,7312,-34.06%,0.74%,281,2899,4132,4132,0,0,0,0,0,9,6824,0.84%,2,488,0.27%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-09-28 0:00:00,Yes,2668200,0.03%,39,830723,107.20%,0.80%,42103,255616,533004,532999,1,2,0,0,2,6,564159,3.52%,33,266564,0.30%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-28 0:00:00,Yes,0,0.00%,19,48364,-12.18%,NA,10584,15483,22297,22295,1,1,0,0,0,1,2224,0.00%,17,45807,0.00%,1,333,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-28 0:00:00,Yes,90150,0.21%,7,2082,-71.53%,0.33%,78,895,1109,1107,0,2,0,0,0,5,2054,0.45%,1,24,0.03%,1,4,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-09-29 0:00:00,Yes,2671374,0.12%,43,414764,-50.07%,0.36%,20043,150910,243811,243807,0,0,2,0,2,6,260529,1.63%,37,154235,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-29 0:00:00,Yes,0,0.00%,17,31708,-34.44%,NA,8755,9426,13527,13527,0,0,0,0,0,0,0,NA,17,31708,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-29 0:00:00,Yes,90287,0.15%,24,17653,747.89%,0.81%,1193,7322,9138,9132,1,0,2,0,3,16,13143,0.91%,4,692,0.19%,0,0,NA,4,3818,1.06%,0,0,NA,4,59642,0,0,0,59642,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-09-30 0:00:00,Yes,2674301,0.11%,41,308437,-25.64%,0.28%,44031,70252,194154,194151,0,0,0,0,3,5,150767,1.13%,36,157670,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-09-30 0:00:00,Yes,0,0.00%,18,19846,-37.41%,NA,5117,6205,8524,8524,0,0,0,0,0,1,613,0.00%,17,19233,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-09-30 0:00:00,Yes,90462,0.19%,12,10095,-42.81%,0.93%,580,6225,3290,3290,0,0,0,0,0,7,8466,1.34%,4,1194,0.33%,0,0,NA,1,435,0.48%,0,0,NA,1,4774,0,0,0,4774,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-01 0:00:00,Yes,2677715,0.13%,37,329374,6.79%,0.33%,22489,73010,233875,233870,3,0,0,0,2,5,121750,0.91%,32,207624,0.24%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-01 0:00:00,Yes,0,0.00%,21,28106,41.62%,NA,4128,9335,14643,14643,0,0,0,0,0,0,0,NA,21,28106,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-01 0:00:00,Yes,90585,0.14%,18,45696,352.66%,2.80%,809,31643,13244,13244,0,0,0,0,0,13,44415,3.77%,5,1281,0.28%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-02 0:00:00,Yes,2681314,0.13%,40,858802,160.74%,0.80%,37198,479228,342376,342364,9,0,0,0,3,7,692171,3.69%,33,166631,0.19%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-02 0:00:00,Yes,0,0.00%,21,117613,318.46%,NA,7994,61468,48151,48148,1,0,1,0,1,1,80925,0.00%,20,36688,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-02 0:00:00,Yes,90745,0.18%,24,61426,34.42%,2.82%,1362,46634,13430,13425,4,0,1,0,0,15,56342,4.14%,5,857,0.19%,2,1106,0.61%,2,3121,1.72%,0,0,NA,2,38428,0,0,0,38428,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-03 0:00:00,Yes,2684892,0.13%,38,742879,-13.50%,0.73%,25569,345355,371955,371943,2,0,0,6,4,6,535049,3.32%,32,207830,0.24%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-03 0:00:00,Yes,0,0.00%,17,80096,-31.90%,NA,5212,45910,28974,28970,4,0,0,0,0,1,53028,0.00%,16,27068,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-03 0:00:00,Yes,90958,0.23%,22,294761,379.86%,14.73%,4108,248860,41793,40959,26,41,227,3,537,15,17762,1.30%,2,1077,0.59%,1,990,1.09%,3,274919,100.75%,0,0,NA,3,4955002,0,0,0,4955002,0,0,0,0,NA,1,13,0.01%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-04 0:00:00,Yes,2689599,0.18%,40,557046,-25.02%,0.52%,39184,112215,405647,405645,0,0,0,2,0,6,285437,1.77%,34,271609,0.30%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-04 0:00:00,Yes,0,0.00%,14,26012,-67.52%,NA,3433,9266,13313,13312,1,0,0,0,0,1,5821,0.00%,12,19976,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,215,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-04 0:00:00,Yes,91609,0.72%,8,24350,-91.74%,3.32%,951,18669,4730,4099,522,2,70,27,10,5,1095,0.24%,0,0,NA,0,0,NA,3,23255,8.46%,0,0,NA,3,323960,0,0,0,323960,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-05 0:00:00,Yes,2694523,0.18%,37,666391,19.63%,0.67%,49666,236692,380033,380016,5,5,1,0,6,6,363845,2.25%,31,302546,0.36%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-05 0:00:00,Yes,0,0.00%,17,43959,69.00%,NA,8282,14048,21629,21628,0,1,0,0,0,0,0,NA,16,43262,0.00%,0,0,NA,1,697,0.00%,0,0,NA,1,57795,0,0,0,57795,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-05 0:00:00,Yes,92421,0.89%,37,38696,58.92%,1.13%,1801,20605,16290,16289,1,0,0,0,0,29,35819,1.34%,4,1074,0.29%,0,0,NA,4,1803,0.49%,0,0,NA,4,29224,0,0,0,29224,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-06 0:00:00,Yes,2699803,0.20%,41,341316,-48.78%,0.31%,29030,103292,208994,208989,4,0,0,0,1,6,182600,1.13%,35,158716,0.17%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-06 0:00:00,Yes,0,0.00%,19,26821,-38.99%,NA,3372,9167,14282,14281,1,0,0,0,0,1,2158,0.00%,18,24663,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-06 0:00:00,Yes,93372,1.03%,24,31587,-18.37%,1.41%,810,19102,11675,11670,1,2,0,0,2,17,26916,1.70%,5,3824,0.82%,0,0,NA,2,847,0.45%,0,0,NA,2,25836,0,0,0,25836,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-07 0:00:00,Yes,2705110,0.20%,36,471889,38.26%,0.48%,23618,143132,305139,305136,0,0,1,0,2,5,250574,1.85%,31,221315,0.26%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-07 0:00:00,Yes,0,0.00%,18,139793,421.21%,NA,4030,106088,29675,29674,0,0,0,0,1,2,121435,0.00%,16,18358,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-07 0:00:00,Yes,94523,1.23%,28,30986,-1.90%,1.17%,595,16623,13768,13766,0,2,0,0,0,24,30008,1.32%,3,360,0.13%,0,0,NA,1,618,0.65%,0,0,NA,1,7229,0,0,0,7229,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-08 0:00:00,Yes,2710349,0.19%,35,120056,-74.56%,0.13%,15484,39365,65207,65203,1,0,1,1,1,0,0,NA,35,120056,0.13%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-08 0:00:00,Yes,0,0.00%,17,27308,-80.47%,NA,3341,10048,13919,13919,0,0,0,0,0,0,0,NA,17,27308,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-08 0:00:00,Yes,95176,0.69%,19,13552,-56.26%,0.75%,331,6670,6551,6551,0,0,0,0,0,14,12056,0.90%,1,45,0.05%,2,849,0.45%,1,583,0.61%,0,0,NA,1,7500,0,0,0,7500,0,0,0,0,NA,1,19,0.02%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-09 0:00:00,Yes,2713998,0.13%,38,813069,577.24%,0.79%,27124,459235,326710,325327,20,1049,15,8,291,5,546768,4.03%,33,266301,0.30%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-09 0:00:00,Yes,0,0.00%,15,34812,27.48%,NA,5035,9027,20750,20748,2,0,0,0,0,0,0,NA,15,34812,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-09 0:00:00,Yes,95549,0.39%,42,35326,160.67%,0.88%,1132,18912,15282,15275,0,2,0,0,5,23,26769,1.22%,13,2514,0.20%,2,381,0.20%,4,5662,1.48%,0,0,NA,4,67411,0,0,0,67411,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-10 0:00:00,Yes,2717654,0.13%,39,742616,-8.67%,0.70%,21360,371282,349974,349889,0,67,2,2,14,6,573321,3.52%,33,169295,0.19%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-10 0:00:00,Yes,0,0.00%,15,23013,-33.89%,NA,3450,7009,12554,12553,0,0,0,0,1,0,0,NA,15,23013,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-10 0:00:00,Yes,95864,0.33%,15,15337,-56.58%,1.07%,492,8235,6610,6610,0,0,0,0,0,10,12363,1.29%,2,1097,0.57%,0,0,NA,2,1764,0.92%,0,0,NA,2,30140,0,0,0,30140,0,0,0,0,NA,1,113,0.12%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-11 0:00:00,Yes,2721950,0.16%,39,454388,-38.81%,0.43%,24246,155000,275142,275105,3,34,0,0,0,6,244809,1.50%,33,209579,0.23%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-11 0:00:00,Yes,0,0.00%,14,35485,54.20%,NA,4143,10238,21104,21104,0,0,0,0,0,0,0,NA,14,35485,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-11 0:00:00,Yes,95864,0.00%,25,16721,9.02%,0.70%,748,8964,7009,7007,0,0,1,1,0,14,10643,0.79%,8,1902,0.25%,0,0,NA,3,4176,1.45%,0,0,NA,3,53740,0,0,0,53740,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-12 0:00:00,Yes,2727742,0.21%,41,870708,91.62%,0.78%,24679,482641,363388,363367,3,3,2,1,12,6,702314,4.29%,35,168394,0.18%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-12 0:00:00,Yes,0,0.00%,13,28331,-20.16%,NA,5761,12008,10562,10562,0,0,0,0,0,0,0,NA,13,28331,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-12 0:00:00,Yes,96452,0.61%,25,31427,87.95%,1.30%,766,19684,10977,10972,0,1,0,0,4,13,25484,2.03%,5,1232,0.26%,0,0,NA,6,4368,0.75%,0,0,NA,5,55377,0,0,0,55377,1,2795,0,0,NA,1,343,0.36%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-13 0:00:00,Yes,2730324,0.09%,40,518979,-40.40%,0.48%,17145,180676,321158,321153,2,1,1,1,0,4,396885,3.63%,36,122094,0.12%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-13 0:00:00,Yes,0,0.00%,18,34766,22.71%,NA,6072,10693,18001,18001,0,0,0,0,0,0,0,NA,18,34766,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-13 0:00:00,Yes,96708,0.27%,24,16337,-48.02%,0.70%,501,8519,7317,7317,0,0,0,0,0,16,12996,0.84%,4,910,0.23%,2,879,0.45%,2,1552,0.80%,0,0,NA,2,24803,0,0,0,24803,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-14 0:00:00,Yes,2734989,0.17%,40,631173,21.62%,0.58%,16161,187354,427658,427648,0,1,0,0,9,6,488885,2.98%,34,142288,0.15%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-14 0:00:00,Yes,0,0.00%,17,40224,15.70%,NA,5502,11617,23105,23105,0,0,0,0,0,0,0,NA,17,40224,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-14 0:00:00,Yes,96917,0.22%,21,84419,416.74%,4.15%,1142,68744,14533,14488,10,23,6,2,4,11,76184,7.15%,4,2124,0.55%,0,0,NA,6,6111,1.05%,0,0,NA,6,113596,0,0,0,113596,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-15 0:00:00,Yes,2737538,0.09%,39,646098,2.36%,0.61%,27075,291985,327038,327026,1,6,1,0,4,5,520931,3.81%,34,125167,0.13%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-15 0:00:00,Yes,0,0.00%,18,19919,-50.48%,NA,2796,7189,9934,9934,0,0,0,0,0,0,0,NA,18,19919,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-15 0:00:00,Yes,97188,0.28%,22,428770,407.91%,20.05%,7789,383500,37481,32700,140,3232,951,30,428,13,19071,1.51%,5,1193,0.24%,0,0,NA,4,408506,105.08%,0,0,NA,4,10136883,0,0,0,10136883,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-16 0:00:00,Yes,2739394,0.07%,39,375018,-41.96%,0.35%,19925,115261,239832,239794,6,19,3,2,8,5,227169,1.66%,34,147849,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-16 0:00:00,Yes,0,0.00%,19,23011,15.52%,NA,2999,8945,11067,11017,1,34,13,2,0,1,5328,0.00%,17,16490,0.00%,0,0,NA,1,1193,0.00%,0,0,NA,1,123223,0,0,0,123223,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-16 0:00:00,Yes,97429,0.25%,17,13604,-96.83%,0.82%,489,6805,6310,6306,0,4,0,0,0,14,12352,0.91%,1,148,0.15%,0,0,NA,2,1104,0.57%,0,0,NA,2,25579,0,0,0,25579,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-17 0:00:00,Yes,2741576,0.08%,41,709863,89.29%,0.63%,20997,153160,535706,535688,2,4,2,0,10,6,583875,3.55%,35,125988,0.13%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-17 0:00:00,Yes,0,0.00%,18,38130,65.70%,NA,3554,10832,23744,23744,0,0,0,0,0,1,58,0.00%,17,38072,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-17 0:00:00,Yes,98001,0.59%,39,36350,167.20%,0.95%,1959,19548,14843,14836,2,3,0,2,0,25,31372,1.28%,10,1302,0.13%,0,0,NA,4,3676,0.94%,0,0,NA,4,29321,0,0,0,29321,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-18 0:00:00,Yes,2743825,0.08%,36,504191,-28.97%,0.51%,22273,207343,274575,274561,6,5,0,0,3,6,368315,2.24%,30,135876,0.17%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-18 0:00:00,Yes,0,0.00%,21,77883,104.26%,NA,6656,39694,31533,31527,5,0,0,0,1,3,48511,0.00%,18,29372,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-18 0:00:00,Yes,98486,0.49%,23,38524,5.98%,1.70%,872,22367,15285,15285,0,0,0,0,0,20,37581,1.91%,2,321,0.16%,0,0,NA,1,622,0.63%,0,0,NA,1,8047,0,0,0,8047,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-19 0:00:00,Yes,2746490,0.10%,42,407602,-19.16%,0.35%,23428,130582,253592,253577,2,6,1,2,4,6,240308,1.46%,36,167294,0.17%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
