Page Name,Codename,URL,Beginning Of Interval,Complete,Page Likes,Page Like Growth,Post Count,Total Interactions,Interaction Growth,Interaction Rate,Comments,Shares,Total Reactions (including Likes),Likes,Angry,Haha,Wow,Sad,Love,Photo Posts,Photo Interactions,Photo Interaction Rate,Link Posts,Link Interactions,Link Interaction Rate,Status Posts,Status Interactions,Status Interaction Rate,Facebook Video Posts (excluding Live),Facebook Video Interactions (excluding Live),Facebook Video Interaction Rate (excluding Live),Facebook Live Video Posts,Facebook Live Interactions,Facebook Live Interaction Rate,Owned Facebook Video Posts (FB Video and Live),Owned Video Views (FB Video and Live),Owned Video Views from Page Posts (FB Video and Live),Owned Video Views (FB Video),Owned Video Views (FB Live),Owned Video Views from Shares (FB Video and Live),Videos Shared by Page (not included in Owned Videos),Video Views on Videos Shared by Page,Other Video Posts,Other Video Interactions,Other Video Interaction Rate,YouTube Posts,YouTube Interactions,YouTube Interaction Rate
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-19 0:00:00,Yes,0,0.00%,16,35380,-54.57%,NA,3632,10606,21142,21141,0,0,0,0,1,0,0,NA,16,35380,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-19 0:00:00,Yes,98876,0.40%,16,16326,-57.62%,1.03%,391,7840,8095,8095,0,0,0,0,0,14,15010,1.08%,1,1257,1.27%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,59,0.06%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-20 0:00:00,Yes,2748769,0.08%,45,486103,19.26%,0.39%,17384,149053,319666,319652,0,4,1,1,8,6,342931,2.08%,39,143172,0.13%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-20 0:00:00,Yes,0,0.00%,19,38507,8.84%,NA,4819,10501,23187,23187,0,0,0,0,0,0,0,NA,19,38507,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-20 0:00:00,Yes,99192,0.32%,13,9349,-42.74%,0.72%,271,4198,4880,4874,4,0,1,1,0,11,9323,0.85%,1,22,0.02%,1,4,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-21 0:00:00,Yes,2750780,0.07%,41,552445,13.65%,0.49%,22209,195279,334957,334951,0,0,0,0,6,5,340088,2.47%,36,212357,0.21%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-21 0:00:00,Yes,0,0.00%,18,33913,-11.93%,NA,4958,11211,17744,17744,0,0,0,0,0,0,0,NA,18,33913,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-21 0:00:00,Yes,99556,0.37%,20,20421,118.43%,1.03%,538,10158,9725,9719,0,2,3,0,1,17,18278,1.08%,2,1095,0.55%,0,0,NA,1,1048,1.05%,0,0,NA,1,14369,0,0,0,14369,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-22 0:00:00,Yes,2752862,0.08%,39,441142,-20.15%,0.41%,16441,212813,211888,211880,3,0,0,0,5,6,309664,1.87%,33,131478,0.14%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-22 0:00:00,Yes,0,0.00%,18,41696,22.95%,NA,5125,14325,22246,22246,0,0,0,0,0,0,0,NA,18,41696,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-22 0:00:00,Yes,99893,0.34%,22,24967,22.26%,1.14%,1028,13501,10438,10423,6,7,1,1,0,16,17155,1.07%,2,285,0.14%,1,209,0.21%,3,7318,2.44%,0,0,NA,3,107312,0,0,0,107312,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-23 0:00:00,Yes,2754934,0.08%,42,544842,23.51%,0.47%,33778,161144,349920,349910,4,0,0,1,5,6,410227,2.48%,36,134615,0.14%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-23 0:00:00,Yes,0,0.00%,16,23011,-44.81%,NA,3250,8374,11387,11386,0,0,0,1,0,1,61,0.00%,15,22950,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-23 0:00:00,Yes,100315,0.42%,23,28393,13.72%,1.23%,617,18722,9054,9050,0,0,2,1,1,21,27789,1.32%,2,604,0.30%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-24 0:00:00,Yes,2757028,0.08%,44,450799,-17.26%,0.37%,31694,126185,292920,292909,3,5,0,0,3,7,330555,1.71%,37,120244,0.12%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-24 0:00:00,Yes,0,0.00%,15,775360,3269.52%,NA,11872,595491,167997,167976,7,0,0,5,9,1,751882,0.00%,14,23478,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-24 0:00:00,Yes,100514,0.20%,48,621055,2087.35%,12.87%,23157,515464,82434,65430,15029,75,518,1063,319,38,50017,1.31%,3,809,0.27%,0,0,NA,7,570229,81.04%,0,0,NA,7,11497312,0,0,0,11497312,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-25 0:00:00,Yes,2758981,0.07%,36,941190,108.78%,0.95%,27335,595138,318717,317807,8,693,2,3,204,6,745077,4.50%,30,196113,0.24%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-25 0:00:00,Yes,0,0.00%,15,73893,-90.47%,NA,9334,31730,32829,32741,1,70,8,2,7,1,2991,0.00%,13,41347,0.00%,0,0,NA,1,29555,0.00%,0,0,NA,1,1126675,0,0,0,1126675,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-25 0:00:00,Yes,101172,0.65%,19,17668,-97.16%,0.92%,384,8097,9187,9186,1,0,0,0,0,17,17543,1.02%,2,125,0.06%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-26 0:00:00,Yes,2761098,0.08%,44,522843,-44.45%,0.43%,37403,151401,334039,334023,10,0,1,5,0,6,273315,1.65%,38,249528,0.24%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-26 0:00:00,Yes,0,0.00%,15,38557,-47.82%,NA,5526,10612,22419,22419,0,0,0,0,0,0,0,NA,15,38557,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-26 0:00:00,Yes,102252,1.07%,12,13835,-21.69%,1.13%,544,6029,7262,7251,8,2,0,0,1,12,13835,1.13%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-27 0:00:00,Yes,2762665,0.06%,43,492114,-5.88%,0.41%,26213,203110,262791,262764,14,2,0,1,10,6,320038,1.93%,37,172076,0.17%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-27 0:00:00,Yes,0,0.00%,16,55948,45.10%,NA,6858,17412,31678,31678,0,0,0,0,0,0,0,NA,16,55948,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-27 0:00:00,Yes,103200,0.93%,10,48101,247.68%,4.66%,395,39347,8359,8353,4,0,0,0,2,9,48058,5.17%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,43,0.04%,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-28 0:00:00,Yes,2764483,0.07%,44,469881,-4.52%,0.39%,30222,186358,253301,253243,6,43,1,0,8,5,278525,2.02%,39,191356,0.18%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-28 0:00:00,Yes,0,0.00%,19,30623,-45.27%,NA,6990,9152,14481,14481,0,0,0,0,0,1,339,0.00%,18,30284,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-28 0:00:00,Yes,104311,1.08%,31,96573,100.77%,2.99%,1959,72581,22033,22028,2,0,2,1,0,27,94498,3.35%,2,78,0.04%,1,913,0.88%,1,1084,1.04%,0,0,NA,1,13982,0,0,0,13982,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-29 0:00:00,Yes,2766179,0.06%,43,1074623,128.70%,0.90%,15074,740286,319263,319213,8,3,2,0,37,6,938895,5.66%,37,135728,0.13%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-29 0:00:00,Yes,0,0.00%,14,29330,-4.22%,NA,3961,9888,15481,15481,0,0,0,0,0,0,0,NA,14,29330,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-29 0:00:00,Yes,104973,0.63%,22,28187,-70.81%,1.22%,917,14193,13077,13075,1,1,0,0,0,19,25124,1.26%,1,1260,1.20%,0,0,NA,2,1803,0.86%,0,0,NA,1,19283,0,0,0,19283,1,2763,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-30 0:00:00,Yes,2767795,0.06%,41,786388,-26.82%,0.69%,34053,341490,410845,410808,8,1,3,2,23,5,653747,4.72%,36,132641,0.13%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-30 0:00:00,Yes,0,0.00%,17,46068,57.07%,NA,4894,17643,23531,23477,2,1,5,0,46,0,0,NA,16,33708,0.00%,0,0,NA,1,12360,0.00%,0,0,NA,1,192142,0,0,0,192142,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-30 0:00:00,Yes,107121,2.05%,18,45832,62.60%,2.38%,970,33386,11476,11463,5,1,0,3,4,14,44002,2.93%,2,166,0.08%,0,0,NA,2,1664,0.78%,0,0,NA,2,27114,0,0,0,27114,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-10-31 0:00:00,Yes,2768946,0.04%,37,594584,-24.39%,0.58%,24372,293728,276484,276460,4,7,2,1,10,7,483734,2.50%,30,110850,0.13%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-10-31 0:00:00,Yes,0,0.00%,14,40520,-12.04%,NA,4108,13657,22755,22750,0,2,0,0,3,1,3076,0.00%,12,36517,0.00%,0,0,NA,1,927,0.00%,0,0,NA,1,16431,0,0,0,16431,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-10-31 0:00:00,Yes,108197,1.00%,14,14356,-68.68%,0.95%,687,7615,6054,6054,0,0,0,0,0,10,13023,1.20%,2,319,0.15%,0,0,NA,2,1014,0.47%,0,0,NA,2,20474,0,0,0,20474,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-01 0:00:00,Yes,2770588,0.06%,42,653587,9.92%,0.56%,21703,278544,353340,353313,1,15,5,2,4,6,475467,2.86%,36,178120,0.18%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-01 0:00:00,Yes,0,0.00%,15,53079,30.99%,NA,10860,21673,20546,20541,1,0,1,0,3,1,247,0.00%,14,52832,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-01 0:00:00,Yes,109366,1.08%,10,21951,52.90%,2.01%,272,12984,8695,8692,1,0,2,0,0,8,21184,2.42%,1,147,0.13%,0,0,NA,1,620,0.57%,0,0,NA,1,10330,0,0,0,10330,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-02 0:00:00,Yes,2772223,0.06%,43,488977,-25.19%,0.41%,25367,188904,274706,274698,0,1,1,1,5,7,327992,1.69%,36,160985,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-02 0:00:00,Yes,0,0.00%,16,53661,1.10%,NA,10764,24890,18007,17906,89,1,4,7,0,0,0,NA,15,32273,0.00%,0,0,NA,1,21388,0.00%,0,0,NA,1,920655,0,0,0,920655,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-02 0:00:00,Yes,110323,0.88%,9,11731,-46.56%,1.18%,268,6548,4915,4915,0,0,0,0,0,9,11731,1.18%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-03 0:00:00,Yes,2774739,0.09%,41,725271,48.32%,0.64%,24387,326868,374016,374010,1,1,0,0,4,5,583588,4.21%,36,141683,0.14%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-03 0:00:00,Yes,0,0.00%,18,39895,-25.65%,NA,6199,15897,17799,17797,2,0,0,0,0,0,0,NA,17,38994,0.00%,0,0,NA,1,901,0.00%,0,0,NA,1,41676,0,0,0,41676,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-03 0:00:00,Yes,111936,1.46%,19,20919,78.32%,0.98%,608,10773,9538,9537,0,0,0,0,1,13,17739,1.22%,5,2206,0.39%,0,0,NA,1,974,0.87%,0,0,NA,1,18003,0,0,0,18003,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-04 0:00:00,Yes,2780202,0.20%,40,367318,-49.35%,0.33%,27011,115682,224625,224621,2,0,0,0,2,4,207979,1.87%,36,159339,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-04 0:00:00,Yes,0,0.00%,14,25086,-37.12%,NA,5070,9744,10272,10272,0,0,0,0,0,0,0,NA,14,25086,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-04 0:00:00,Yes,113014,0.96%,11,12161,-41.87%,0.98%,646,6101,5414,5414,0,0,0,0,0,6,7971,1.18%,4,2898,0.64%,1,1292,1.14%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-05 0:00:00,Yes,2784220,0.14%,41,463800,26.27%,0.41%,25601,179813,258386,258379,1,0,4,1,1,5,368744,2.65%,36,95056,0.09%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-05 0:00:00,Yes,0,0.00%,16,38782,54.60%,NA,7285,11539,19958,19846,90,5,4,10,3,1,374,0.00%,14,34239,0.00%,0,0,NA,1,4169,0.00%,0,0,NA,1,257109,0,0,0,257109,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-05 0:00:00,Yes,113905,0.79%,20,20504,68.60%,0.90%,630,10643,9231,9231,0,0,0,0,0,17,20044,1.04%,2,241,0.11%,1,219,0.19%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-06 0:00:00,Yes,2787131,0.10%,39,1112374,139.84%,1.02%,24359,617840,470175,470098,25,14,1,7,30,5,1008742,7.24%,34,103632,0.11%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-06 0:00:00,Yes,0,0.00%,16,39087,0.79%,NA,5359,16946,16782,16782,0,0,0,0,0,0,0,NA,16,39087,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-06 0:00:00,Yes,114532,0.55%,18,26889,31.14%,1.30%,1428,17189,8272,8247,18,2,5,0,0,10,17520,1.53%,5,3072,0.54%,0,0,NA,2,6246,2.73%,0,0,NA,2,263400,0,0,0,263400,0,0,0,0,NA,1,51,0.04%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-07 0:00:00,Yes,2791369,0.15%,44,379195,-65.91%,0.31%,29657,122204,227334,227330,3,0,0,0,1,4,200757,1.80%,40,178438,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-07 0:00:00,Yes,0,0.00%,14,46493,18.95%,NA,4335,14812,27346,27346,0,0,0,0,0,0,0,NA,14,46493,0.78%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-07 0:00:00,Yes,115040,0.44%,5,8517,-68.33%,1.48%,177,4427,3913,3913,0,0,0,0,0,4,8473,1.84%,1,44,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-08 0:00:00,Yes,2795805,0.16%,44,897659,136.73%,0.73%,25001,401849,470809,470776,1,4,2,0,26,6,732347,4.37%,38,165312,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-08 0:00:00,Yes,425609,0.00%,14,27483,-40.89%,0.46%,4705,9910,12868,12868,0,0,0,0,0,0,0,NA,14,27483,0.46%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-08 0:00:00,Yes,115371,0.29%,12,15913,86.84%,1.15%,450,8247,7216,7214,1,0,0,0,1,10,15653,1.36%,2,260,0.11%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-09 0:00:00,Yes,2800077,0.15%,42,609768,-32.07%,0.52%,25950,191597,392221,392176,13,13,5,3,11,6,397521,2.37%,36,212247,0.21%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-09 0:00:00,Yes,428657,0.72%,18,128829,368.76%,1.67%,18771,67513,42545,42346,15,116,28,8,32,0,0,NA,16,26251,0.38%,0,0,NA,2,102578,11.97%,0,0,NA,2,3541148,0,0,0,3541148,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-09 0:00:00,Yes,116004,0.55%,17,19602,23.18%,0.99%,1188,9636,8778,8777,1,0,0,0,0,12,13500,0.97%,4,4799,1.03%,0,0,NA,1,1303,1.12%,0,0,NA,1,26609,0,0,0,26609,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-10 0:00:00,Yes,2803074,0.11%,45,448576,-26.43%,0.36%,19806,130316,298454,298438,0,8,0,0,8,7,341424,1.74%,38,107152,0.10%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-10 0:00:00,Yes,431702,0.71%,20,33770,-73.79%,0.39%,5299,12833,15638,15637,0,0,0,0,1,1,1150,0.27%,18,32620,0.42%,1,0,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-10 0:00:00,Yes,116471,0.40%,19,155850,695.07%,7.04%,816,136008,19026,19018,2,1,0,1,4,15,154667,8.85%,3,798,0.23%,0,0,NA,1,385,0.33%,0,0,NA,1,8025,0,0,0,8025,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-11 0:00:00,Yes,2806721,0.13%,41,468468,4.43%,0.41%,17254,142920,308294,308283,1,2,1,2,5,4,261733,2.33%,37,206735,0.20%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-11 0:00:00,Yes,437058,1.24%,16,50566,49.74%,0.72%,5080,15374,30112,30110,0,0,0,2,0,2,15416,1.76%,14,35150,0.57%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-11 0:00:00,Yes,116800,0.28%,27,35957,-76.93%,1.14%,787,20607,14563,14556,0,6,0,0,1,24,35394,1.26%,3,563,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-12 0:00:00,Yes,2811537,0.17%,41,1307558,179.11%,1.13%,19686,800448,487424,485454,36,203,20,2,1708,5,1166519,8.30%,36,141039,0.14%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-12 0:00:00,Yes,441279,0.97%,15,22902,-54.71%,0.35%,3107,8407,11388,11388,0,0,0,0,0,0,0,NA,15,22902,0.35%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-12 0:00:00,Yes,117181,0.33%,4,2179,-93.94%,0.46%,45,950,1184,1184,0,0,0,0,0,4,2179,0.46%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-13 0:00:00,Yes,2816281,0.17%,42,588419,-55.00%,0.50%,25604,248795,314020,314007,4,4,0,1,4,5,419164,2.98%,37,169255,0.16%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-13 0:00:00,Yes,444823,0.80%,14,40107,75.12%,0.64%,7194,14212,18701,18701,0,0,0,0,0,0,0,NA,14,40107,0.64%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-13 0:00:00,Yes,117755,0.49%,29,64127,2842.96%,1.88%,2666,39227,22234,22225,3,4,1,0,1,17,42476,2.12%,7,12870,1.56%,1,3183,2.70%,3,5563,1.57%,0,0,NA,3,95851,0,0,0,95851,0,0,0,0,NA,1,35,0.03%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-14 0:00:00,Yes,2817846,0.06%,40,585800,-0.45%,0.52%,45005,168994,371801,371789,3,4,2,1,2,5,311112,2.21%,35,274688,0.28%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2015-11-14 0:00:00,Yes,447822,0.67%,17,40794,1.71%,0.54%,4815,3786,32193,32193,0,0,0,0,0,1,25913,5.79%,16,14881,0.21%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2015-11-14 0:00:00,Yes,117959,0.17%,42,68488,6.80%,1.38%,3003,37140,28345,28330,10,2,1,2,0,24,39696,1.40%,11,8218,0.63%,4,6820,1.45%,3,13754,3.89%,0,0,NA,3,309820,0,0,0,309820,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2015-11-15 0:00:00,Yes,2821346,0.12%,43,627378,7.10%,0.52%,42765,151586,433027,433009,5,5,0,1,7,5,338736,2.40%,38,288642,0.27%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
